node_id,feat
49666,"0.4864667520681754, 0.4092718276848545"
49739,"0.1202971651375501, 0.0"
49808,"0.4890133598361878, 0.4367905561682297"
50469,"0.47982840456626025, 0.3760188467571208"
50964,"0.15179812151115882, 0.0"
51468,"0.5426590910103147, 0.41436573211388344"
57154,"0.47982840456626025, 0.2965293266814928"
57353,"0.4483274481926516, 0.32803028305510146"
57455,"0.4587638364958541, 0.3828647757402747"
57634,"0.5522510083010634, 0.41436573211388344"
57704,"0.49513222524555767, 0.3724283874370722"
59675,"0.49979246891544715, 0.32803028305510146"
59796,"0.5020502643390293, 0.49979246891544715"
60230,"0.5604162206957205, 0.39239245178625903"
60476,"0.5186099343212816, 0.3433341037343988"
60824,"0.1202971651375501, 0.0"
61157,"0.5166718448140426, 0.37949530377789703"
61832,"0.5126896169238092, 0.610561958007013"
62275,"0.5146988329022466, 0.3433341037343988"
62336,"0.5031619408778248, 0.30359624302231764"
196714,"0.4851708884404339, 0.3333727669292751"
196819,"0.47982840456626025, 0.26256761060272465"
196844,"0.5522510083010634, 0.42836338384346473"
196922,"0.5074991097548929, 0.31023459052423275"
197580,"0.38613365127981214, 0.15179812151115882"
198288,"0.41184839829299374, 0.17623216154394267"
198930,"0.5278169682682796, 0.2965293266814928"
198967,"0.4864667520681754, 0.32241370842815203"
199163,"0.5116710123825934, 0.2965293266814928"
199284,"0.5085570812562881, 0.2808598989895499"
199610,"0.524226508948231, 0.3164933910306796"
200924,"0.5042624445990441, 0.2965293266814928"
201053,"0.505351997852875, 0.5710312860011371"
202984,"0.5312934252890559, 0.3724283874370722"
203329,"0.5085570812562881, 0.28897466254730436"
203507,"0.5074991097548929, 0.26256761060272465"
204680,"0.07589906075557941, 0.17623216154394267"
206825,"0.49513222524555767, 0.2276971822667382"
209110,"0.5031619408778248, 0.19619622589312952"
212522,"0.1202971651375501, 0.1202971651375501"
212648,"0.5156897826387794, 0.17623216154394267"
394625,"0.4851708884404339, 0.1202971651375501"
6056,"0.15179812151115882, 0.0"
17152,"0.1202971651375501, 0.0"
22847,"0.19619622589312952, 0.0"
55032,"0.21307560179172497, 0.0"
1101,"0.1202971651375501, 0.46041047201531793"
1126,"0.19619622589312952, 0.4367905561682297"
1248,"0.19619622589312952, 0.505351997852875"
2534,"0.15179812151115882, 0.07589906075557941"
2635,"0.3333727669292751, 0.5570877213057798"
3185,"0.21307560179172497, 0.2720952866487089"
4382,"0.21307560179172497, 0.46676003025473534"
4761,"0.3333727669292751, 0.6263695550530115"
5385,"0.21307560179172497, 0.3648737233028838"
5394,"0.338466671358304, 0.5426590910103147"
5404,"0.21307560179172497, 0.4587638364958541"
5409,"0.2405943302751002, 0.4367905561682297"
5524,"0.2965293266814928, 0.5176451774322749"
5583,"0.26256761060272465, 0.4756432123944497"
5605,"0.25213122229952206, 0.4367905561682297"
6681,"0.2276971822667382, 0.42615120358344993"
6724,"0.2405943302751002, 0.3333727669292751"
6730,"0.17623216154394267, 0.5223861429624806"
6834,"0.19619622589312952, 0.40663316509968417"
8038,"0.31023459052423275, 0.44077278405846315"
8245,"0.28897466254730436, 0.4464870822069013"
8302,"0.3164933910306796, 0.42615120358344993"
8315,"0.3760188467571208, 0.5295689928224045"
8339,"0.26256761060272465, 0.4501373935090688"
8391,"0.2276971822667382, 0.42836338384346473"
8445,"0.26256761060272465, 0.42615120358344993"
8453,"0.2276971822667382, 0.30359624302231764"
8469,"0.2720952866487089, 0.41436573211388344"
8587,"0.28897466254730436, 0.4039293438106809"
8595,"0.25213122229952206, 0.49513222524555767"
8608,"0.30359624302231764, 0.4092718276848545"
8648,"0.2965293266814928, 0.4238934081598677"
8741,"0.26256761060272465, 0.4039293438106809"
8757,"0.3433341037343988, 0.4877474590485731"
8804,"0.30359624302231764, 0.44271087356570216"
8823,"0.26256761060272465, 0.40663316509968417"
8878,"0.2965293266814928, 0.4326580205007087"
8879,"0.25213122229952206, 0.42615120358344993"
8893,"0.2965293266814928, 0.43053175566178287"
8918,"0.2965293266814928, 0.4039293438106809"
9029,"0.26256761060272465, 0.4446152554542171"
9036,"0.3164933910306796, 0.4620327120353916"
9083,"0.1202971651375501, 0.3724283874370722"
9605,"0.39831276918373143, 0.49748713748132445"
10217,"0.3760188467571208, 0.4838595051190146"
10282,"0.3164933910306796, 0.43053175566178287"
12306,"0.3333727669292751, 0.4501373935090688"
12312,"0.31023459052423275, 0.4367905561682297"
12387,"0.32241370842815203, 0.47845103799574573"
12399,"0.2808598989895499, 0.41923316448997827"
12440,"0.32803028305510146, 0.4587638364958541"
12531,"0.25213122229952206, 0.4039293438106809"
12553,"0.17623216154394267, 0.28897466254730436"
12625,"0.2965293266814928, 0.41682649181904285"
12680,"0.2808598989895499, 0.41184839829299374"
12693,"0.3333727669292751, 0.4501373935090688"
12748,"0.17623216154394267, 0.38930776333566763"
12759,"0.338466671358304, 0.4587638364958541"
12857,"0.2808598989895499, 0.39239245178625903"
12886,"0.26256761060272465, 0.4011570641271"
12888,"0.3760188467571208, 0.4387997721466673"
12897,"0.338466671358304, 0.4387997721466673"
12902,"0.32803028305510146, 0.38930776333566763"
12923,"0.21307560179172497, 0.3724283874370722"
12931,"0.30359624302231764, 0.41436573211388344"
12969,"0.3953926175012293, 0.5295689928224045"
13000,"0.32241370842815203, 0.43474378258401825"
13045,"0.2965293266814928, 0.4238934081598677"
13054,"0.30359624302231764, 0.41184839829299374"
13896,"0.3724283874370722, 0.4620327120353916"
15366,"0.3567589597451293, 0.4727614882254354"
15398,"0.21307560179172497, 0.28897466254730436"
15456,"0.26256761060272465, 0.3567589597451293"
15517,"0.2720952866487089, 0.28897466254730436"
15589,"0.41682649181904285, 0.5166718448140426"
15594,"0.2720952866487089, 0.3687161946986377"
15598,"0.3608914954126503, 0.42615120358344993"
15703,"0.38613365127981214, 0.38930776333566763"
15716,"0.2276971822667382, 0.2808598989895499"
15743,"0.3608914954126503, 0.41923316448997827"
15763,"0.3567589597451293, 0.43474378258401825"
15894,"0.30359624302231764, 0.3760188467571208"
15925,"0.25213122229952206, 0.3608914954126503"
15933,"0.338466671358304, 0.4039293438106809"
15960,"0.32803028305510146, 0.40663316509968417"
16024,"0.3433341037343988, 0.3953926175012293"
16298,"0.3433341037343988, 0.39239245178625903"
16316,"0.31023459052423275, 0.38613365127981214"
16344,"0.3687161946986377, 0.46041047201531793"
17450,"0.3724283874370722, 0.43053175566178287"
18403,"0.44077278405846315, 0.5920809754522446"
19711,"0.3724283874370722, 0.4712916782568086"
20504,"0.35246432308788533, 0.3724283874370722"
20634,"0.25213122229952206, 0.31023459052423275"
20640,"0.3333727669292751, 0.3760188467571208"
20677,"0.31023459052423275, 0.39239245178625903"
20686,"0.30359624302231764, 0.39239245178625903"
20766,"0.5009271857906896, 0.5570877213057798"
20783,"0.31023459052423275, 0.38613365127981214"
20792,"0.30359624302231764, 0.3724283874370722"
20810,"0.26256761060272465, 0.3648737233028838"
20849,"0.3479943474042883, 0.38930776333566763"
20928,"0.3687161946986377, 0.4367905561682297"
20956,"0.3687161946986377, 0.43053175566178287"
21040,"0.3608914954126503, 0.38613365127981214"
21056,"0.39239245178625903, 0.4238934081598677"
21069,"0.21307560179172497, 0.07589906075557941"
21336,"0.35246432308788533, 0.3724283874370722"
21385,"0.3953926175012293, 0.4553943645334764"
21476,"0.3164933910306796, 0.37949530377789703"
21478,"0.3567589597451293, 0.38930776333566763"
22381,"0.3567589597451293, 0.4864667520681754"
23028,"0.4039293438106809, 0.44077278405846315"
23953,"0.3828647757402747, 0.41682649181904285"
24211,"0.38930776333566763, 0.41436573211388344"
24585,"0.26256761060272465, 0.25213122229952206"
24723,"0.35246432308788533, 0.41923316448997827"
24730,"0.3479943474042883, 0.38930776333566763"
24953,"0.3567589597451293, 0.41436573211388344"
25021,"0.1202971651375501, 0.0"
25068,"0.3479943474042883, 0.3828647757402747"
25081,"0.3479943474042883, 0.3687161946986377"
25151,"0.3724283874370722, 0.38613365127981214"
25192,"0.41184839829299374, 0.44271087356570216"
25279,"0.3687161946986377, 0.3760188467571208"
25415,"0.3333727669292751, 0.3687161946986377"
25428,"0.32803028305510146, 0.3567589597451293"
25435,"0.2808598989895499, 0.26256761060272465"
25516,"0.3433341037343988, 0.3760188467571208"
25521,"0.35246432308788533, 0.3760188467571208"
25560,"0.3724283874370722, 0.3567589597451293"
25563,"0.26256761060272465, 0.25213122229952206"
25581,"0.26256761060272465, 0.21307560179172497"
25596,"0.338466671358304, 0.3433341037343988"
25598,"0.2808598989895499, 0.25213122229952206"
27720,"0.3760188467571208, 0.42158807672574505"
28338,"0.42158807672574505, 0.4825322258552636"
28663,"0.41682649181904285, 0.46041047201531793"
28669,"0.39239245178625903, 0.42836338384346473"
28676,"0.3433341037343988, 0.3828647757402747"
28788,"0.3828647757402747, 0.37949530377789703"
28801,"0.32241370842815203, 0.35246432308788533"
28875,"0.25213122229952206, 0.26256761060272465"
28889,"0.3760188467571208, 0.4011570641271"
28890,"0.3567589597451293, 0.4587638364958541"
28979,"0.3333727669292751, 0.35246432308788533"
29014,"0.37949530377789703, 0.40663316509968417"
29017,"0.46980187026081194, 0.4902647928694628"
29037,"0.3687161946986377, 0.4011570641271"
29263,"0.3648737233028838, 0.3724283874370722"
29314,"0.463631268871949, 0.505351997852875"
29396,"0.4536699320668252, 0.4877474590485731"
29545,"0.2965293266814928, 0.2405943302751002"
29624,"0.32803028305510146, 0.3760188467571208"
29655,"0.31023459052423275, 0.28897466254730436"
29687,"0.42836338384346473, 0.4446152554542171"
30419,"0.3648737233028838, 0.38613365127981214"
30766,"0.3433341037343988, 0.3608914954126503"
30786,"0.2720952866487089, 0.25213122229952206"
30889,"0.41682649181904285, 0.42836338384346473"
31029,"0.3724283874370722, 0.3724283874370722"
31200,"0.46041047201531793, 0.5205143162097965"
31298,"0.37949530377789703, 0.39831276918373143"
31399,"0.3687161946986377, 0.3648737233028838"
31424,"0.3648737233028838, 0.38613365127981214"
31449,"0.39239245178625903, 0.38613365127981214"
31477,"0.38930776333566763, 0.4092718276848545"
31490,"0.4238934081598677, 0.4367905561682297"
31595,"0.3333727669292751, 0.3760188467571208"
31662,"0.30359624302231764, 0.2720952866487089"
31736,"0.2965293266814928, 0.2808598989895499"
32787,"0.546448368721, 0.7216326830480131"
33843,"0.3648737233028838, 0.3953926175012293"
33848,"0.3648737233028838, 0.3760188467571208"
33965,"0.3567589597451293, 0.41436573211388344"
34086,"0.3608914954126503, 0.3608914954126503"
34087,"0.4742118299393109, 0.4770561248826794"
34368,"0.3724283874370722, 0.3760188467571208"
34554,"0.2720952866487089, 0.25213122229952206"
34577,"0.41923316448997827, 0.43053175566178287"
34578,"0.28897466254730436, 0.2276971822667382"
34872,"0.3953926175012293, 0.4387997721466673"
34895,"0.3479943474042883, 0.338466671358304"
34960,"0.3760188467571208, 0.35246432308788533"
34966,"0.3724283874370722, 0.3433341037343988"
34968,"0.3953926175012293, 0.3760188467571208"
35180,"0.3828647757402747, 0.40663316509968417"
35205,"0.3608914954126503, 0.3333727669292751"
35223,"0.28897466254730436, 0.21307560179172497"
35311,"0.3760188467571208, 0.3479943474042883"
35508,"0.32241370842815203, 0.3164933910306796"
35709,"0.3687161946986377, 0.35246432308788533"
35793,"0.3760188467571208, 0.3608914954126503"
36182,"0.3567589597451293, 0.3479943474042883"
36459,"0.3828647757402747, 0.2808598989895499"
36994,"0.4326580205007087, 0.4742118299393109"
37564,"0.37949530377789703, 0.38613365127981214"
38016,"0.3433341037343988, 0.3433341037343988"
38082,"0.5251352212054493, 0.5064308164173622"
38090,"0.42615120358344993, 0.3648737233028838"
38182,"0.463631268871949, 0.46041047201531793"
38522,"0.4039293438106809, 0.3760188467571208"
38915,"0.3567589597451293, 0.31023459052423275"
38946,"0.3724283874370722, 0.3608914954126503"
39090,"0.38613365127981214, 0.338466671358304"
39142,"0.26256761060272465, 0.19619622589312952"
39257,"0.37949530377789703, 0.32803028305510146"
39279,"0.3724283874370722, 0.3433341037343988"
39326,"0.4986458699720947, 0.4367905561682297"
39419,"0.2720952866487089, 0.21307560179172497"
39587,"0.38930776333566763, 0.31023459052423275"
39637,"0.3828647757402747, 0.3687161946986377"
39702,"0.39239245178625903, 0.3648737233028838"
39912,"0.4553943645334764, 0.42836338384346473"
39927,"0.338466671358304, 0.21307560179172497"
40627,"0.5042624445990441, 0.41436573211388344"
40999,"0.3687161946986377, 0.31023459052423275"
41033,"0.3760188467571208, 0.3433341037343988"
41041,"0.4011570641271, 0.32241370842815203"
41405,"0.40663316509968417, 0.32241370842815203"
41549,"0.32803028305510146, 0.21307560179172497"
41624,"0.41436573211388344, 0.3760188467571208"
41692,"0.4326580205007087, 0.3687161946986377"
41887,"0.4238934081598677, 0.3608914954126503"
41960,"0.4742118299393109, 0.41184839829299374"
42085,"0.28897466254730436, 0.19619622589312952"
42102,"0.3648737233028838, 0.2965293266814928"
42269,"0.26256761060272465, 0.07589906075557941"
42346,"0.3687161946986377, 0.38930776333566763"
42385,"0.44271087356570216, 0.3608914954126503"
42446,"0.43053175566178287, 0.37949530377789703"
42459,"0.41436573211388344, 0.3333727669292751"
42605,"0.4092718276848545, 0.3333727669292751"
42649,"0.4446152554542171, 0.38930776333566763"
42739,"0.42836338384346473, 0.42158807672574505"
43068,"0.42158807672574505, 0.3828647757402747"
43140,"0.38613365127981214, 0.32803028305510146"
43190,"0.3760188467571208, 0.2720952866487089"
43205,"0.38930776333566763, 0.3433341037343988"
43293,"0.37949530377789703, 0.31023459052423275"
43341,"0.38930776333566763, 0.3164933910306796"
43366,"0.4727614882254354, 0.40663316509968417"
43407,"0.39831276918373143, 0.3164933910306796"
43414,"0.4727614882254354, 0.4092718276848545"
43898,"0.4011570641271, 0.32803028305510146"
43942,"0.4092718276848545, 0.3479943474042883"
44017,"0.4238934081598677, 0.3828647757402747"
44608,"0.39239245178625903, 0.30359624302231764"
44684,"0.6281500690566428, 0.5522510083010634"
44735,"0.4864667520681754, 0.4587638364958541"
44788,"0.41682649181904285, 0.32241370842815203"
44796,"0.43053175566178287, 0.3828647757402747"
44814,"0.42158807672574505, 0.3953926175012293"
44854,"0.3828647757402747, 0.31023459052423275"
44858,"0.37949530377789703, 0.2965293266814928"
44973,"0.38613365127981214, 0.32241370842815203"
44974,"0.4092718276848545, 0.38613365127981214"
44988,"0.2808598989895499, 0.17623216154394267"
45009,"0.37949530377789703, 0.31023459052423275"
45287,"0.4483274481926516, 0.3724283874370722"
45629,"0.5214542292646501, 0.4890133598361878"
45903,"0.463631268871949, 0.4902647928694628"
46055,"0.41682649181904285, 0.3333727669292751"
47138,"0.3760188467571208, 0.30359624302231764"
47172,"0.42158807672574505, 0.32241370842815203"
47195,"0.4326580205007087, 0.32803028305510146"
47302,"0.30359624302231764, 0.17623216154394267"
47617,"0.2720952866487089, 0.17623216154394267"
47973,"0.4011570641271, 0.3608914954126503"
48200,"0.4464870822069013, 0.3608914954126503"
48303,"0.4011570641271, 0.30359624302231764"
48345,"0.4039293438106809, 0.28897466254730436"
48452,"0.4727614882254354, 0.39239245178625903"
48461,"0.3648737233028838, 0.31023459052423275"
48484,"0.4092718276848545, 0.28897466254730436"
48927,"0.3608914954126503, 0.25213122229952206"
49009,"0.37949530377789703, 0.25213122229952206"
49127,"0.46676003025473534, 0.3724283874370722"
49375,"0.4483274481926516, 0.3333727669292751"
49489,"0.32803028305510146, 0.1202971651375501"
49627,"0.38613365127981214, 0.2808598989895499"
49685,"0.49272555257462225, 0.38613365127981214"
49697,"0.4367905561682297, 0.35246432308788533"
49718,"0.3953926175012293, 0.2720952866487089"
49820,"0.46041047201531793, 0.32803028305510146"
49910,"0.3953926175012293, 0.25213122229952206"
49983,"0.32803028305510146, 0.1202971651375501"
50020,"0.4039293438106809, 0.338466671358304"
50061,"0.41923316448997827, 0.2965293266814928"
50149,"0.41682649181904285, 0.30359624302231764"
50169,"0.4238934081598677, 0.2808598989895499"
50266,"0.4915020851138553, 0.3608914954126503"
50295,"0.4039293438106809, 0.26256761060272465"
50522,"0.4553943645334764, 0.38930776333566763"
50533,"0.4238934081598677, 0.3333727669292751"
50598,"0.2965293266814928, 0.1202971651375501"
50622,"0.3648737233028838, 0.2276971822667382"
50858,"0.39831276918373143, 0.21307560179172497"
51088,"0.5796126360421959, 0.5042624445990441"
51167,"0.49393550078127485, 0.3433341037343988"
51262,"0.2965293266814928, 0.07589906075557941"
51324,"0.4039293438106809, 0.2405943302751002"
51375,"0.4238934081598677, 0.30359624302231764"
51395,"0.39239245178625903, 0.338466671358304"
51402,"0.39831276918373143, 0.26256761060272465"
51483,"0.41923316448997827, 0.25213122229952206"
51492,"0.3567589597451293, 0.21307560179172497"
51752,"0.43053175566178287, 0.2720952866487089"
51768,"0.31023459052423275, 0.07589906075557941"
51795,"0.42158807672574505, 0.26256761060272465"
52183,"0.338466671358304, 0.07589906075557941"
52660,"0.47845103799574573, 0.338466671358304"
53766,"0.5042624445990441, 0.32803028305510146"
55219,"0.4483274481926516, 0.2808598989895499"
55701,"0.463631268871949, 0.3724283874370722"
55799,"0.44077278405846315, 0.2720952866487089"
55967,"0.4587638364958541, 0.28897466254730436"
56241,"0.463631268871949, 0.28897466254730436"
56382,"0.4902647928694628, 0.3687161946986377"
57118,"0.3333727669292751, 0.25213122229952206"
57210,"0.2965293266814928, 0.07589906075557941"
57537,"0.42615120358344993, 0.25213122229952206"
57581,"0.3164933910306796, 0.1202971651375501"
58010,"0.43474378258401825, 0.2808598989895499"
58073,"0.5042624445990441, 0.338466671358304"
58115,"0.4483274481926516, 0.3433341037343988"
58280,"0.3164933910306796, 0.1202971651375501"
58307,"0.43474378258401825, 0.30359624302231764"
58376,"0.4838595051190146, 0.32803028305510146"
58601,"0.4986458699720947, 0.43474378258401825"
59139,"0.4915020851138553, 0.2965293266814928"
59475,"0.2965293266814928, 0.07589906075557941"
59748,"0.31023459052423275, 0.07589906075557941"
59908,"0.5085570812562881, 0.31023459052423275"
60051,"0.4446152554542171, 0.25213122229952206"
60202,"0.4851708884404339, 0.2965293266814928"
60268,"0.4890133598361878, 0.31023459052423275"
60350,"0.4326580205007087, 0.19619622589312952"
60517,"0.44077278405846315, 0.21307560179172497"
60664,"0.42615120358344993, 0.19619622589312952"
60924,"0.4367905561682297, 0.26256761060272465"
60979,"0.41682649181904285, 0.17623216154394267"
61244,"0.4367905561682297, 0.17623216154394267"
61266,"0.4367905561682297, 0.19619622589312952"
61287,"0.3479943474042883, 0.1202971651375501"
61349,"0.5064308164173622, 0.32803028305510146"
61363,"0.31023459052423275, 0.0"
61423,"0.3724283874370722, 0.2405943302751002"
61844,"0.49393550078127485, 0.338466671358304"
62023,"0.4092718276848545, 0.17623216154394267"
62512,"0.3567589597451293, 0.07589906075557941"
63399,"0.5106428433395976, 0.32803028305510146"
64457,"0.44077278405846315, 0.19619622589312952"
131314,"0.4825322258552636, 0.2720952866487089"
132164,"0.47845103799574573, 0.21307560179172497"
136879,"0.44271087356570216, 0.2276971822667382"
137367,"0.4915020851138553, 0.39831276918373143"
138119,"0.46041047201531793, 0.17623216154394267"
138322,"0.4811886605502004, 0.31023459052423275"
139341,"0.49979246891544715, 0.1202971651375501"
139409,"0.46041047201531793, 0.17623216154394267"
139742,"0.4011570641271, 0.1202971651375501"
196722,"0.17623216154394267, 0.0"
196752,"0.44271087356570216, 0.07589906075557941"
196810,"0.3479943474042883, 0.0"
196879,"0.43053175566178287, 0.0"
196954,"0.39239245178625903, 0.1202971651375501"
196968,"0.4092718276848545, 0.0"
197000,"0.4483274481926516, 0.15179812151115882"
197063,"0.44077278405846315, 0.0"
197156,"0.4011570641271, 0.1202971651375501"
197692,"0.4851708884404339, 0.21307560179172497"
197727,"0.42158807672574505, 0.07589906075557941"
197731,"0.4986458699720947, 0.19619622589312952"
197790,"0.44077278405846315, 0.25213122229952206"
197915,"0.4446152554542171, 0.1202971651375501"
197964,"0.3828647757402747, 0.07589906075557941"
197965,"0.41184839829299374, 0.07589906075557941"
197981,"0.4838595051190146, 0.15179812151115882"
197985,"0.4877474590485731, 0.15179812151115882"
198018,"0.41682649181904285, 0.07589906075557941"
198056,"0.4519179075127002, 0.1202971651375501"
198089,"0.43474378258401825, 0.17623216154394267"
198185,"0.2965293266814928, 0.07589906075557941"
198228,"0.46980187026081194, 0.26256761060272465"
198249,"0.3828647757402747, 0.07589906075557941"
198570,"0.41184839829299374, 0.1202971651375501"
199275,"0.43053175566178287, 0.07589906075557941"
199332,"0.42836338384346473, 0.1202971651375501"
199522,"0.43474378258401825, 0.1202971651375501"
199554,"0.4367905561682297, 0.17623216154394267"
199811,"0.3333727669292751, 0.0"
200278,"0.3953926175012293, 0.0"
200759,"0.31023459052423275, 0.15179812151115882"
200899,"0.4238934081598677, 0.25213122229952206"
201213,"0.42836338384346473, 0.17623216154394267"
201225,"0.46829151254183843, 0.2276971822667382"
201290,"0.4367905561682297, 0.19619622589312952"
201401,"0.49979246891544715, 0.26256761060272465"
201701,"0.4367905561682297, 0.17623216154394267"
201764,"0.42158807672574505, 0.0"
201791,"0.4387997721466673, 0.07589906075557941"
201962,"0.42158807672574505, 0.15179812151115882"
202120,"0.4483274481926516, 0.21307560179172497"
202123,"0.07589906075557941, 0.0"
202129,"0.4727614882254354, 0.19619622589312952"
202194,"0.3333727669292751, 0.1202971651375501"
202253,"0.31023459052423275, 0.0"
202306,"0.4519179075127002, 0.1202971651375501"
202425,"0.47982840456626025, 0.2276971822667382"
202707,"0.4238934081598677, 0.07589906075557941"
202932,"0.4483274481926516, 0.19619622589312952"
203015,"0.3828647757402747, 0.07589906075557941"
203347,"0.3760188467571208, 0.0"
203489,"0.5146988329022466, 0.19619622589312952"
204109,"0.41923316448997827, 0.0"
204128,"0.42615120358344993, 0.17623216154394267"
204178,"0.3164933910306796, 0.0"
204281,"0.49748713748132445, 0.2405943302751002"
204994,"0.42158807672574505, 0.07589906075557941"
204995,"0.42836338384346473, 0.15179812151115882"
205138,"0.46829151254183843, 0.15179812151115882"
205175,"0.32241370842815203, 0.0"
205218,"0.1202971651375501, 0.0"
205388,"0.42836338384346473, 0.07589906075557941"
205530,"0.46676003025473534, 0.15179812151115882"
205614,"0.41184839829299374, 0.1202971651375501"
205668,"0.43053175566178287, 0.1202971651375501"
205675,"0.46829151254183843, 0.15179812151115882"
205769,"0.4387997721466673, 0.1202971651375501"
205881,"0.43053175566178287, 0.0"
205943,"0.43053175566178287, 0.1202971651375501"
206141,"0.4446152554542171, 0.0"
206492,"0.4039293438106809, 0.1202971651375501"
206775,"0.41184839829299374, 0.07589906075557941"
206813,"0.42836338384346473, 0.07589906075557941"
207327,"0.38930776333566763, 0.07589906075557941"
207335,"0.31023459052423275, 0.0"
207790,"0.45709206053349255, 0.1202971651375501"
208016,"0.41923316448997827, 0.07589906075557941"
208034,"0.41923316448997827, 0.0"
208085,"0.41682649181904285, 0.0"
208196,"0.3333727669292751, 0.0"
208278,"0.4464870822069013, 0.07589906075557941"
208389,"0.4770561248826794, 0.15179812151115882"
208431,"0.42836338384346473, 0.1202971651375501"
208766,"0.4387997721466673, 0.07589906075557941"
208844,"0.44271087356570216, 0.1202971651375501"
208955,"0.3479943474042883, 0.0"
208972,"0.41682649181904285, 0.1202971651375501"
209045,"0.4367905561682297, 0.0"
209400,"0.41682649181904285, 0.0"
210036,"0.41436573211388344, 0.07589906075557941"
210083,"0.39831276918373143, 0.0"
210333,"0.4011570641271, 0.0"
210728,"0.44271087356570216, 0.0"
211609,"0.5096049284732177, 0.0"
211633,"0.44271087356570216, 0.0"
212175,"0.4902647928694628, 0.19619622589312952"
212567,"0.4238934081598677, 0.07589906075557941"
212794,"0.40663316509968417, 0.0"
212795,"0.43053175566178287, 0.0"
213050,"0.41184839829299374, 0.0"
213075,"0.41923316448997827, 0.0"
213373,"0.4986458699720947, 0.17623216154394267"
262268,"0.47982840456626025, 0.15179812151115882"
262355,"0.5042624445990441, 0.43474378258401825"
263421,"0.4326580205007087, 0.1202971651375501"
263541,"0.41923316448997827, 0.26256761060272465"
263626,"0.43053175566178287, 0.2720952866487089"
265175,"0.46829151254183843, 0.21307560179172497"
266435,"0.4915020851138553, 0.15179812151115882"
268207,"0.46829151254183843, 0.15179812151115882"
328748,"0.4620327120353916, 0.2276971822667382"
567,"0.1202971651375501, 0.2276971822667382"
603,"0.17623216154394267, 0.1202971651375501"
819,"0.17623216154394267, 0.2720952866487089"
1604,"0.07589906075557941, 0.0"
1730,"0.1202971651375501, 0.0"
1824,"0.15179812151115882, 0.0"
2568,"0.15179812151115882, 0.0"
2579,"0.1202971651375501, 0.0"
2675,"0.1202971651375501, 0.07589906075557941"
2682,"0.15179812151115882, 0.17623216154394267"
3411,"0.15179812151115882, 0.0"
3804,"0.07589906075557941, 0.0"
3848,"0.07589906075557941, 0.0"
3955,"0.2720952866487089, 0.0"
3958,"0.1202971651375501, 0.0"
4199,"0.1202971651375501, 0.07589906075557941"
4470,"0.1202971651375501, 0.0"
4540,"0.17623216154394267, 0.2276971822667382"
5071,"0.1202971651375501, 0.19619622589312952"
5743,"0.1202971651375501, 0.0"
5788,"0.1202971651375501, 0.0"
6498,"0.2405943302751002, 0.1202971651375501"
7122,"0.07589906075557941, 0.30359624302231764"
7312,"0.1202971651375501, 0.0"
10264,"0.17623216154394267, 0.0"
11239,"0.1202971651375501, 0.0"
11831,"0.15179812151115882, 0.15179812151115882"
12188,"0.2405943302751002, 0.2405943302751002"
12226,"0.15179812151115882, 0.0"
13468,"0.1202971651375501, 0.0"
13845,"0.15179812151115882, 0.07589906075557941"
14112,"0.15179812151115882, 0.0"
14152,"0.07589906075557941, 0.0"
14199,"0.07589906075557941, 0.0"
14240,"0.07589906075557941, 0.0"
14476,"0.1202971651375501, 0.0"
14894,"0.07589906075557941, 0.0"
14933,"0.1202971651375501, 0.0"
15000,"0.1202971651375501, 0.0"
15127,"0.1202971651375501, 0.0"
15160,"0.15179812151115882, 0.0"
15321,"0.07589906075557941, 0.1202971651375501"
16438,"0.07589906075557941, 0.0"
16487,"0.1202971651375501, 0.0"
16532,"0.2276971822667382, 0.19619622589312952"
16624,"0.15179812151115882, 0.0"
16751,"0.21307560179172497, 0.0"
16789,"0.3433341037343988, 0.28897466254730436"
16920,"0.17623216154394267, 0.0"
16941,"0.17623216154394267, 0.0"
17328,"0.2276971822667382, 0.15179812151115882"
17358,"0.15179812151115882, 0.07589906075557941"
17371,"0.15179812151115882, 0.0"
18588,"0.07589906075557941, 0.0"
18637,"0.15179812151115882, 0.0"
18748,"0.1202971651375501, 0.0"
19005,"0.1202971651375501, 0.0"
19152,"0.15179812151115882, 0.0"
19171,"0.2720952866487089, 0.2276971822667382"
19416,"0.19619622589312952, 0.0"
19432,"0.1202971651375501, 0.0"
19458,"0.1202971651375501, 0.0"
19652,"0.15179812151115882, 0.0"
19737,"0.1202971651375501, 0.0"
19835,"0.15179812151115882, 0.07589906075557941"
20010,"0.1202971651375501, 0.0"
20045,"0.1202971651375501, 0.0"
20063,"0.1202971651375501, 0.0"
21867,"0.1202971651375501, 0.0"
22457,"0.1202971651375501, 0.07589906075557941"
22460,"0.17623216154394267, 0.07589906075557941"
22491,"0.1202971651375501, 0.0"
22573,"0.07589906075557941, 0.17623216154394267"
22910,"0.1202971651375501, 0.0"
23217,"0.1202971651375501, 0.0"
23229,"0.1202971651375501, 0.0"
25706,"0.07589906075557941, 0.0"
25797,"0.1202971651375501, 0.0"
25925,"0.1202971651375501, 0.0"
25946,"0.25213122229952206, 0.1202971651375501"
26140,"0.1202971651375501, 0.0"
26198,"0.2405943302751002, 0.2276971822667382"
26221,"0.1202971651375501, 0.0"
26856,"0.1202971651375501, 0.0"
26884,"0.1202971651375501, 0.0"
26986,"0.1202971651375501, 0.0"
