node_id,feat
395533,"0.1202971651375501, 0.0"
396041,"0.1202971651375501, 0.0"
396285,"0.15179812151115882, 0.0"
396290,"0.1202971651375501, 0.0"
396361,"0.1202971651375501, 0.0"
396497,"0.07589906075557941, 0.0"
397325,"0.07589906075557941, 0.0"
397374,"0.1202971651375501, 0.0"
397768,"0.07589906075557941, 0.0"
397843,"0.15179812151115882, 0.0"
397941,"0.07589906075557941, 0.0"
398381,"0.07589906075557941, 0.0"
398409,"0.1202971651375501, 0.0"
398492,"0.07589906075557941, 0.0"
399110,"0.07589906075557941, 0.0"
70,"0.1202971651375501, 0.07589906075557941"
393689,"0.17623216154394267, 0.0"
71,"0.07589906075557941, 0.17623216154394267"
7430,"0.15179812151115882, 0.0"
10782,"0.07589906075557941, 0.0"
15329,"0.07589906075557941, 0.0"
72,"0.3433341037343988, 0.1202971651375501"
77,"0.1202971651375501, 0.32241370842815203"
5723,"0.19619622589312952, 0.0"
81,"0.2405943302751002, 0.3828647757402747"
6559,"0.07589906075557941, 0.0"
10952,"0.07589906075557941, 0.0"
11442,"0.07589906075557941, 0.0"
11777,"0.1202971651375501, 0.0"
13371,"0.07589906075557941, 0.0"
13862,"0.07589906075557941, 0.0"
17031,"0.07589906075557941, 0.0"
18538,"0.07589906075557941, 0.0"
19161,"0.07589906075557941, 0.0"
19413,"0.07589906075557941, 0.0"
19718,"0.07589906075557941, 0.0"
20197,"0.07589906075557941, 0.0"
26741,"0.1202971651375501, 0.0"
32417,"0.1202971651375501, 0.0"
32711,"0.07589906075557941, 0.0"
33401,"0.1202971651375501, 0.0"
36850,"0.07589906075557941, 0.0"
40245,"0.07589906075557941, 0.0"
46255,"0.1202971651375501, 0.0"
46963,"0.1202971651375501, 0.0"
53384,"0.1202971651375501, 0.0"
53785,"0.07589906075557941, 0.0"
394165,"0.07589906075557941, 0.0"
395312,"0.1202971651375501, 0.0"
395465,"0.07589906075557941, 0.0"
396028,"0.15179812151115882, 0.0"
396391,"0.07589906075557941, 0.0"
396837,"0.1202971651375501, 0.0"
398580,"0.1202971651375501, 0.0"
399050,"0.07589906075557941, 0.0"
399407,"0.07589906075557941, 0.0"
399565,"0.1202971651375501, 0.0"
101,"0.19619622589312952, 0.4387997721466673"
73,"0.07589906075557941, 0.0"
3428,"0.1202971651375501, 0.0"
3807,"0.1202971651375501, 0.07589906075557941"
4193,"0.15179812151115882, 0.07589906075557941"
4600,"0.17623216154394267, 0.19619622589312952"
7774,"0.1202971651375501, 0.0"
10430,"0.07589906075557941, 0.3333727669292751"
11548,"0.07589906075557941, 0.0"
11649,"0.17623216154394267, 0.0"
11827,"0.15179812151115882, 0.0"
11956,"0.15179812151115882, 0.07589906075557941"
13476,"0.17623216154394267, 0.0"
14221,"0.07589906075557941, 0.0"
14954,"0.07589906075557941, 0.0"
17200,"0.07589906075557941, 0.0"
19014,"0.1202971651375501, 0.0"
22335,"0.2965293266814928, 0.31023459052423275"
22972,"0.07589906075557941, 0.0"
23815,"0.3333727669292751, 0.28897466254730436"
40272,"0.1202971651375501, 0.0"
47065,"0.4464870822069013, 0.35246432308788533"
53472,"0.15179812151115882, 0.0"
64247,"0.1202971651375501, 0.0"
103,"0.19619622589312952, 0.1202971651375501"
109,"0.32241370842815203, 0.15179812151115882"
111,"0.17623216154394267, 0.07589906075557941"
10961,"0.15179812151115882, 0.0"
112,"0.38930776333566763, 0.6720761934037279"
1547,"0.32241370842815203, 0.6811496381974079"
2683,"0.15179812151115882, 0.6598274947650784"
2854,"0.3333727669292751, 0.7159210707771169"
2895,"0.21307560179172497, 0.6587643873992062"
3218,"0.21307560179172497, 0.6587643873992062"
3267,"0.30359624302231764, 0.691921944182722"
3316,"0.2405943302751002, 0.6592972312660516"
3327,"0.3648737233028838, 0.6971234116838191"
5429,"0.32241370842815203, 0.6713643867895003"
5431,"0.26256761060272465, 0.6566066979084475"
5467,"0.2965293266814928, 0.657420822094143"
5495,"0.2965293266814928, 0.6592972312660516"
5518,"0.2965293266814928, 0.6632129953007937"
5523,"0.30359624302231764, 0.6563339724908491"
5568,"0.30359624302231764, 0.6555116967977753"
5602,"0.32803028305510146, 0.6292046441282371"
6697,"0.39239245178625903, 0.6833052038408024"
6820,"0.3333727669292751, 0.6579602281039539"
6856,"0.3333727669292751, 0.6563339724908491"
6866,"0.39831276918373143, 0.6893265818809448"
8241,"0.3608914954126503, 0.6549600623889836"
8242,"0.3608914954126503, 0.6544056348826734"
8331,"0.3828647757402747, 0.6713643867895003"
8369,"0.4326580205007087, 0.6796150897794384"
8400,"0.44077278405846315, 0.6997262316504826"
8410,"0.37949530377789703, 0.662698913612118"
8449,"0.38930776333566763, 0.6584969899560422"
8515,"0.3828647757402747, 0.650155455878724"
8629,"0.38930776333566763, 0.6510187917457436"
8636,"0.40663316509968417, 0.6524427285680939"
8641,"0.4387997721466673, 0.6872874317310359"
8752,"0.41436573211388344, 0.6587643873992062"
8764,"0.4553943645334764, 0.6843672800485336"
8932,"0.463631268871949, 0.6837312712988355"
8985,"0.41436573211388344, 0.6664969544134055"
9031,"0.4446152554542171, 0.6644877384349679"
9032,"0.41184839829299374, 0.6478193843757433"
9039,"0.41923316448997827, 0.6484080911624004"
9049,"0.42158807672574505, 0.7309972924986187"
9110,"0.41923316448997827, 0.6495760936881876"
9198,"0.42836338384346473, 0.6632129953007937"
9206,"0.41923316448997827, 0.6469303467567165"
9269,"0.5096049284732177, 0.6854191536374209"
