,src_id,dst_id
87320,14840,55195
87323,14840,55329
87327,14840,55805
87353,14840,56655
87355,14840,56665
87385,14840,57344
87402,14840,57704
87404,14840,57724
87409,14840,57811
87418,14840,58057
87419,14840,58073
87431,14840,58453
87435,14840,58601
87436,14840,58715
87447,14840,59507
87450,14840,59605
87452,14840,59613
87457,14840,59689
87461,14840,59796
87485,14840,60068
87489,14840,60171
87495,14840,60268
87497,14840,60280
87522,14840,60725
87557,14840,61297
87558,14840,61317
87565,14840,61461
87566,14840,61568
87625,14840,62000
87641,14840,62240
87649,14840,62416
87658,14840,62955
87659,14840,63023
87666,14840,64049
87668,14840,64313
89540,14907,62
89541,14907,577
89542,14907,714
89547,14907,1257
89548,14907,1299
89549,14907,1680
89550,14907,1820
89551,14907,2119
89552,14907,2603
89553,14907,2647
89554,14907,2686
89557,14907,2914
89558,14907,3209
89559,14907,3267
89560,14907,3326
89561,14907,3327
89562,14907,3356
89564,14907,3462
89566,14907,3786
89571,14907,4648
89572,14907,4651
89573,14907,4657
89575,14907,4766
89576,14907,4775
89577,14907,4780
89578,14907,4788
89580,14907,5400
89582,14907,5511
89585,14907,6128
89587,14907,6453
89588,14907,6661
89589,14907,6663
89593,14907,6774
89598,14907,7552
89601,14907,7819
89604,14907,8075
89608,14907,8359
89609,14907,8368
89611,14907,8400
89612,14907,8473
89613,14907,8529
89614,14907,8551
89618,14907,8657
89619,14907,8674
89620,14907,8708
89621,14907,8732
89622,14907,8764
89623,14907,8767
89624,14907,8781
89626,14907,8881
89627,14907,8932
89628,14907,9009
89630,14907,9121
89633,14907,9299
89634,14907,9498
89635,14907,9505
89637,14907,9680
89639,14907,9924
89642,14907,10310
89646,14907,11404
89648,14907,11796
89649,14907,12200
89651,14907,12389
89654,14907,12578
89656,14907,12713
89657,14907,12714
89658,14907,12731
89659,14907,12883
89662,14907,13101
89663,14907,13194
89665,14907,13335
89666,14907,13354
89671,14907,13767
89678,14907,15169
89682,14907,15557
89683,14907,15576
89687,14907,15802
89688,14907,15830
89690,14907,16097
89691,14907,16265
89696,14907,16637
89697,14907,17072
89700,14907,17557
89704,14907,18106
89709,14907,19151
89715,14907,20115
89717,14907,20473
89718,14907,20485
89720,14907,20562
89721,14907,20647
89722,14907,20764
89723,14907,20804
89727,14907,20940
89728,14907,21013
89730,14907,21320
89734,14907,21859
89747,14907,24482
89748,14907,24516
89750,14907,24875
89752,14907,24961
89753,14907,25091
89761,14907,26803
89769,14907,28917
89772,14907,29075
89773,14907,29119
89776,14907,29208
89777,14907,29226
89781,14907,29467
89782,14907,29791
89783,14907,29802
89784,14907,29838
89788,14907,30781
89789,14907,30844
89792,14907,31133
89793,14907,31500
89797,14907,32097
89798,14907,32098
89804,14907,32787
89806,14907,32934
89810,14907,33763
89814,14907,34224
89816,14907,34309
89817,14907,34549
89819,14907,34655
89820,14907,34772
89824,14907,35280
89826,14907,35320
89828,14907,35753
89832,14907,36086
89833,14907,36236
89834,14907,36351
89837,14907,37100
89838,14907,37271
89839,14907,37468
89840,14907,37497
89841,14907,37662
89842,14907,38001
89843,14907,38040
89844,14907,38082
89849,14907,38880
89854,14907,39238
89857,14907,39386
89860,14907,39737
89865,14907,40676
89868,14907,40824
89871,14907,41313
89872,14907,41327
89878,14907,42861
89882,14907,43350
89887,14907,43727
89895,14907,45147
89897,14907,45352
89898,14907,45430
89899,14907,45474
89901,14907,45629
89902,14907,45758
89907,14907,46475
89908,14907,46562
89911,14907,47147
89913,14907,47787
89922,14907,48858
89926,14907,49453
89928,14907,49544
89933,14907,49981
89934,14907,50010
89935,14907,50245
89937,14907,50300
89938,14907,50304
89941,14907,50673
89945,14907,51167
89950,14907,52320
89959,14907,55329
89966,14907,56655
89967,14907,56665
89972,14907,57344
89975,14907,58073
89979,14907,58952
89981,14907,59605
89982,14907,59796
89990,14907,60388
89995,14907,62240
90002,14907,62955
90006,14907,64049
90009,14907,64313
90076,14907,38930
90078,15412,174
90079,15412,702
90080,15412,703
90081,15412,714
90083,15412,1257
90084,15412,1299
90086,15412,1820
90088,15412,2119
90090,15412,2486
90091,15412,2516
90093,15412,2603
90096,15412,2686
90098,15412,2856
90101,15412,2914
90102,15412,3209
90103,15412,3462
90105,15412,3786
90107,15412,4657
90111,15412,4766
90113,15412,4788
90115,15412,5400
90121,15412,6453
90122,15412,6661
90125,15412,6774
90127,15412,7029
90135,15412,8075
90136,15412,8262
90142,15412,8551
90148,15412,8657
90149,15412,8674
90150,15412,8708
90152,15412,8784
90156,15412,9009
90158,15412,9044
90159,15412,9121
90162,15412,9498
90167,15412,9723
90168,15412,9957
90170,15412,10310
90173,15412,12389
90174,15412,12390
90177,15412,12684
90182,15412,13002
90187,15412,13335
90190,15412,13768
90192,15412,15169
90194,15412,4775
90195,15412,4804
90196,15412,6648
90197,15412,7568
90198,15412,8452
90199,15412,9155
90201,15412,9848
90202,15412,9924
90204,15412,10158
90210,15412,15557
90212,15412,15695
90213,15412,15703
90215,15412,15830
90216,15412,15965
90218,15412,16097
90220,15412,16265
90226,15412,17408
90229,15412,17676
90233,15412,17709
90238,15412,18101
90239,15412,18106
90250,15412,19151
90253,15412,20473
90254,15412,20485
90255,15412,20495
90256,15412,20562
90258,15412,20764
90260,15412,20773
90261,15412,20804
90266,15412,20940
90271,15412,21385
90273,15412,21859
90275,15412,22773
90276,15412,22822
90277,15412,23576
90287,15412,23930
90295,15412,24611
90298,15412,24835
90299,15412,24875
90302,15412,24961
90303,15412,25091
90307,15412,25369
90315,15412,29075
90318,15412,29286
90319,15412,29357
90329,15412,30990
90333,15412,31216
90339,15412,32787
90340,15412,32934
90342,15412,33438
90343,15412,33788
90354,15412,35280
90361,15412,36351
90367,15412,37721
90385,15412,39386
90386,15412,39533
90394,15412,41095
90398,15412,41327
90404,15412,42473
90419,15412,45177
90423,15412,45629
90425,15412,45758
90439,15412,48728
90442,15412,49544
90448,15412,49981
90452,15412,51269
90453,15412,51375
90461,15412,55720
90463,15412,56665
90466,15412,57187
90467,15412,57344
90473,15412,58073
90476,15412,58453
90479,15412,59605
90480,15412,59689
90484,15412,60068
90486,15412,60171
90493,15412,62000
90582,15435,174
90583,15435,714
90585,15435,1257
90586,15435,1820
90587,15435,2119
90588,15435,2603
90589,15435,2686
90590,15435,3209
90591,15435,3267
90592,15435,3327
90593,15435,3462
90596,15435,4651
90597,15435,4657
90599,15435,4788
90604,15435,6661
90605,15435,6663
90608,15435,6774
90609,15435,7552
90610,15435,8075
90611,15435,8262
90614,15435,8359
90615,15435,8368
90617,15435,8449
90618,15435,8473
90619,15435,8551
90623,15435,8657
90624,15435,8708
90625,15435,8732
90626,15435,8767
90627,15435,8781
90628,15435,8881
90629,15435,8932
90630,15435,9009
90633,15435,9299
90636,15435,12578
90637,15435,12713
90638,15435,12714
90639,15435,12883
90642,15435,13101
90645,15435,13335
90648,15435,15169
90651,15435,15557
90655,15435,15802
90656,15435,15830
90658,15435,16265
90661,15435,16637
90663,15435,17557
90664,15435,20473
90665,15435,20495
90666,15435,20562
90667,15435,20647
90668,15435,20764
90669,15435,20804
90672,15435,20940
90675,15435,21859
90676,15435,22822
90677,15435,24482
90678,15435,24875
90679,15435,24961
90680,15435,25091
90684,15435,28917
90686,15435,29075
90687,15435,29119
90689,15435,29208
90693,15435,29467
90694,15435,29791
90695,15435,30781
90696,15435,30844
90699,15435,31133
90701,15435,31216
90702,15435,31500
90705,15435,32934
90709,15435,34224
90711,15435,34309
90712,15435,34549
90713,15435,34655
90715,15435,34772
90719,15435,35280
90721,15435,35320
90722,15435,35753
90723,15435,36351
90724,15435,37100
90725,15435,37468
90726,15435,37497
90727,15435,38001
90728,15435,38040
90729,15435,38082
90730,15435,38880
90736,15435,39386
90739,15435,39737
90745,15435,42708
90746,15435,42861
90749,15435,43350
90752,15435,43727
90756,15435,45352
90757,15435,45430
90758,15435,45474
90759,15435,45629
90762,15435,47147
90764,15435,47869
90771,15435,48858
90773,15435,49453
90774,15435,49544
90778,15435,49981
90779,15435,50010
90780,15435,50107
90782,15435,50245
90784,15435,50300
90785,15435,50304
90788,15435,50673
90792,15435,51167
90796,15435,52320
90799,15435,55329
90802,15435,56655
90803,15435,56665
90807,15435,57866
90809,15435,58073
90812,15435,58952
90821,15435,61568
90823,15435,62240
90824,15435,62955
90826,15435,64049
90854,15435,42649
90856,15547,174
90857,15547,714
90864,15547,1680
90865,15547,1820
90866,15547,1836
90871,15547,2486
90875,15547,2686
90876,15547,2852
90879,15547,3252
90881,15547,3267
90882,15547,3326
90883,15547,3327
90884,15547,3462
90889,15547,4651
90890,15547,4657
90892,15547,4788
90899,15547,5416
90902,15547,5539
90903,15547,5578
90905,15547,5605
90908,15547,6661
90909,15547,6663
90914,15547,6697
90920,15547,6774
90923,15547,6866
90926,15547,7195
90928,15547,7552
90929,15547,8075
90931,15547,8262
90940,15547,8368
90945,15547,8400
90948,15547,8452
90952,15547,8473
90954,15547,8529
90955,15547,8544
90956,15547,8551
90960,15547,8595
90966,15547,8657
90967,15547,8674
90970,15547,8732
90973,15547,8764
90974,15547,8767
90975,15547,8784
90981,15547,8881
90984,15547,8926
90985,15547,8932
90986,15547,8953
90987,15547,9009
90992,15547,9044
90994,15547,9063
90997,15547,9116
91004,15547,9318
91005,15547,9381
91006,15547,9498
91010,15547,10158
91012,15547,10282
91013,15547,10310
91015,15547,12189
91016,15547,12297
91017,15547,12301
91018,15547,12306
91033,15547,12578
91039,15547,12684
91043,15547,12713
91044,15547,12714
91046,15547,12731
91048,15547,12741
91055,15547,12883
91063,15547,12963
91067,15547,13002
91071,15547,13101
91074,15547,13193
91075,15547,13194
91077,15547,13249
91081,15547,13335
91088,15547,15169
91094,15547,15576
91100,15547,15694
91101,15547,15695
91102,15547,15703
91107,15547,15802
91109,15547,15830
91113,15547,15958
91115,15547,15965
91121,15547,16097
91124,15547,16265
91132,15547,16637
91137,15547,17557
91142,15547,18001
91144,15547,18106
91147,15547,19551
91149,15547,19711
91154,15547,20473
91155,15547,20485
91156,15547,20495
91158,15547,20562
91163,15547,20647
91165,15547,20676
91168,15547,20764
91170,15547,20773
91173,15547,20804
91182,15547,20928
91184,15547,20940
91188,15547,21013
91198,15547,21385
91201,15547,21413
91207,15547,21859
91208,15547,22356
91212,15547,22822
91214,15547,23576
91223,15547,24482
91225,15547,24611
91230,15547,24724
91231,15547,24730
91233,15547,24875
91237,15547,24961
91240,15547,25091
91243,15547,25192
91247,15547,25291
91249,15547,25369
91264,15547,25818
91272,15547,28663
91275,15547,28716
91285,15547,28917
91286,15547,29014
91290,15547,29049
91291,15547,29075
91292,15547,29076
91295,15547,29119
91298,15547,29208
91300,15547,29226
91303,15547,29286
91309,15547,29467
91320,15547,29691
91321,15547,29838
91326,15547,30844
91330,15547,30990
91333,15547,31027
91338,15547,31133
91342,15547,31216
91355,15547,31500
91364,15547,32787
91365,15547,32934
91367,15547,33438
91368,15547,33763
91374,15547,33922
91384,15547,34224
91386,15547,34309
91391,15547,34549
91398,15547,34655
91400,15547,34772
91415,15547,35280
91420,15547,35320
91437,15547,35753
91439,15547,35805
91441,15547,36236
91442,15547,36351
91445,15547,36944
91446,15547,36994
91450,15547,37271
91451,15547,37282
91452,15547,37468
91453,15547,37497
91454,15547,37558
91457,15547,37721
91458,15547,38040
91459,15547,38082
91464,15547,38193
91469,15547,38880
91483,15547,39386
91487,15547,39533
91490,15547,39582
91499,15547,39737
91518,15547,41313
91519,15547,41327
91535,15547,41998
91542,15547,42473
91547,15547,42649
91548,15547,42652
91554,15547,42861
91565,15547,43350
91574,15547,43727
91589,15547,44356
91598,15547,44814
91601,15547,44901
91609,15547,45147
91611,15547,45352
91612,15547,45430
91613,15547,45474
91615,15547,45629
91616,15547,45758
91620,15547,46562
91621,15547,46786
91622,15547,46844
91625,15547,47147
91640,15547,47794
91645,15547,47869
91646,15547,47872
91648,15547,47973
91663,15547,48452
91673,15547,48858
91684,15547,49505
91685,15547,49544
91689,15547,49666
91699,15547,49981
91701,15547,50010
91702,15547,50020
91708,15547,50245
91711,15547,50300
91712,15547,50304
91713,15547,50309
91719,15547,50509
91727,15547,50673
91735,15547,51167
91738,15547,51269
91743,15547,51375
91745,15547,51407
91759,15547,52320
91764,15547,53264
91772,15547,55329
91776,15547,55805
91785,15547,56655
91786,15547,56665
91792,15547,57344
91800,15547,57704
91801,15547,57724
91811,15547,58057
91812,15547,58073
91820,15547,58453
91822,15547,58601
91823,15547,58715
91828,15547,59507
91830,15547,59605
91834,15547,59689
91835,15547,59796
91850,15547,60171
91853,15547,60268
91854,15547,60280
91877,15547,61317
91883,15547,61461
91884,15547,61568
91890,15547,62000
91897,15547,62240
91907,15547,62955
91914,15547,64049
91915,15547,64313
92186,15547,43531
92187,15576,714
92188,15576,1299
92189,15576,1680
92190,15576,1820
92191,15576,2119
92194,15576,3356
92197,15576,4657
92199,15576,4788
92202,15576,5578
92204,15576,6661
92205,15576,6663
92207,15576,7552
92208,15576,8075
92211,15576,8368
92213,15576,8551
92217,15576,8732
92218,15576,8767
92219,15576,8881
92220,15576,8932
92222,15576,9009
92225,15576,9498
92227,15576,12301
92228,15576,12303
92230,15576,12578
92232,15576,12713
92233,15576,12714
92234,15576,12883
92237,15576,13101
92238,15576,13335
92245,15576,15802
92246,15576,15830
92248,15576,16265
92251,15576,16637
92253,15576,17557
92255,15576,20473
92257,15576,20562
92259,15576,20764
92260,15576,20804
92263,15576,20940
92267,15576,21859
92269,15576,24482
92271,15576,24875
92272,15576,24961
92273,15576,25091
92280,15576,29049
92281,15576,29119
92283,15576,29208
92285,15576,29278
92289,15576,29467
92290,15576,29691
92293,15576,30844
92296,15576,31133
92299,15576,31500
92302,15576,32787
92303,15576,32934
92304,15576,33763
92310,15576,34224
92312,15576,34549
92314,15576,34655
92315,15576,34772
92320,15576,35280
92322,15576,35320
92323,15576,35369
92326,15576,35753
92327,15576,36351
92328,15576,37468
92329,15576,37497
92330,15576,37721
92331,15576,38040
92332,15576,38082
92338,15576,39386
92339,15576,39533
92342,15576,39737
92351,15576,42861
92356,15576,43350
92360,15576,43727
92368,15576,45352
92369,15576,45474
92370,15576,45629
92373,15576,47147
92387,15576,48858
92394,15576,50010
92396,15576,50245
92398,15576,50300
92399,15576,50304
92401,15576,50673
92406,15576,51167
92414,15576,52320
92416,15576,55329
92420,15576,56655
92421,15576,56665
92428,15576,58057
92429,15576,58073
92449,15576,61568
92452,15576,62240
92454,15576,62955
92456,15576,64049
92500,15576,29075
92503,15605,714
92509,15605,1680
92510,15605,1820
92511,15605,1836
92515,15605,2686
92516,15605,2852
92521,15605,3252
92523,15605,3267
92524,15605,3269
92525,15605,3302
92526,15605,3326
92527,15605,3327
92528,15605,3356
92529,15605,3462
92534,15605,4651
92535,15605,4657
92537,15605,4788
92545,15605,5416
92548,15605,5539
92549,15605,5578
92552,15605,5605
92555,15605,6661
92556,15605,6663
92560,15605,6697
92564,15605,6774
92567,15605,6866
92570,15605,7195
92572,15605,7552
92574,15605,8075
92578,15605,8262
92587,15605,8368
92591,15605,8400
92594,15605,8452
92597,15605,8473
92599,15605,8529
92600,15605,8544
92601,15605,8551
92605,15605,8612
92612,15605,8674
92613,15605,8708
92615,15605,8732
92619,15605,8763
92620,15605,8764
92621,15605,8767
92632,15605,8881
92636,15605,8926
92637,15605,8932
92638,15605,8953
92641,15605,9009
92647,15605,9044
92649,15605,9063
92653,15605,9116
92661,15605,9299
92662,15605,9318
92663,15605,9381
92664,15605,9498
92668,15605,10158
92670,15605,10282
92673,15605,12189
92674,15605,12297
92675,15605,12301
92676,15605,12306
92692,15605,12578
92697,15605,12684
92700,15605,12713
92701,15605,12714
92702,15605,12731
92704,15605,12741
92713,15605,12883
92722,15605,12963
92726,15605,13002
92732,15605,13101
92735,15605,13193
92736,15605,13194
92738,15605,13249
92740,15605,13335
92747,15605,15169
92749,15605,15433
92759,15605,15694
92760,15605,15695
92761,15605,15703
92766,15605,15802
92768,15605,15830
92774,15605,15958
92776,15605,15965
92781,15605,16097
92783,15605,16265
92790,15605,16637
92794,15605,17557
92799,15605,18001
92801,15605,18106
92804,15605,19551
92806,15605,19711
92811,15605,20473
92812,15605,20485
92813,15605,20495
92817,15605,20562
92820,15605,20647
92821,15605,20676
92824,15605,20764
92826,15605,20773
92829,15605,20804
92842,15605,20928
92844,15605,20940
92847,15605,21013
92859,15605,21385
92862,15605,21413
92870,15605,21859
92872,15605,22356
92877,15605,23576
92887,15605,24482
92893,15605,24724
92894,15605,24730
92896,15605,24875
92901,15605,24961
92905,15605,25091
92910,15605,25192
92914,15605,25291
92915,15605,25369
92926,15605,25818
92934,15605,28663
92937,15605,28716
92945,15605,28917
92948,15605,29014
92952,15605,29049
92954,15605,29075
92955,15605,29076
92957,15605,29119
92961,15605,29208
92962,15605,29226
92964,15605,29286
92973,15605,29467
92978,15605,29802
92979,15605,29838
92986,15605,30844
92992,15605,31027
92999,15605,31133
93001,15605,31216
93010,15605,31424
93014,15605,31500
93016,15605,31529
93025,15605,32787
93026,15605,32934
93028,15605,33438
93029,15605,33763
93032,15605,33922
93041,15605,34224
93043,15605,34309
93048,15605,34549
93053,15605,34655
93058,15605,34772
93076,15605,35280
93080,15605,35320
93089,15605,35753
93091,15605,35805
93093,15605,36236
93094,15605,36351
93097,15605,36944
93098,15605,36994
93100,15605,37100
93101,15605,37271
93102,15605,37282
93103,15605,37468
93105,15605,37558
93107,15605,37721
93109,15605,38040
93110,15605,38082
93115,15605,38193
93120,15605,38880
93133,15605,39386
93136,15605,39572
93137,15605,39582
93146,15605,39737
93163,15605,41313
93179,15605,41998
93192,15605,42649
93193,15605,42652
93201,15605,42861
93213,15605,43350
93225,15605,43727
93236,15605,44356
93247,15605,44814
93251,15605,44901
93257,15605,45147
93259,15605,45352
93260,15605,45430
93261,15605,45474
93263,15605,45629
93264,15605,45758
93269,15605,46562
93270,15605,46786
93271,15605,46844
93274,15605,47147
93287,15605,47794
93289,15605,47869
93292,15605,47973
93302,15605,48452
93311,15605,48858
93327,15605,49453
93329,15605,49505
93332,15605,49544
93337,15605,49666
93345,15605,49981
93346,15605,50010
93347,15605,50020
93352,15605,50245
93355,15605,50300
93356,15605,50304
93357,15605,50309
93361,15605,50509
93366,15605,50673
93377,15605,51167
93384,15605,51375
93389,15605,51531
93397,15605,52320
93402,15605,53264
93410,15605,55329
93414,15605,55805
93424,15605,56655
93425,15605,56665
93433,15605,57344
93442,15605,57704
93443,15605,57724
93448,15605,58057
93449,15605,58073
93459,15605,58453
93461,15605,58601
93462,15605,58715
93465,15605,59507
93467,15605,59605
93473,15605,59796
93484,15605,60171
93487,15605,60268
93488,15605,60280
93509,15605,61317
93513,15605,61568
93524,15605,62240
93534,15605,62955
93541,15605,64049
93542,15605,64313
93907,15605,41327
93908,15623,174
93909,15623,1836
93910,15623,3356
93912,15623,6730
93915,15623,8075
93916,15623,9009
93917,15623,9299
93920,15623,13335
93921,15623,15169
93925,15623,15830
93928,15623,19551
93931,15623,20940
93933,15623,22822
93934,15623,24482
93935,15623,25091
93936,15623,25291
93937,15623,29075
93939,15623,29691
93940,15623,30781
93943,15623,32934
93948,15623,34549
93952,15623,36236
93964,15623,47147
93971,15623,49544
93981,15623,57118
93984,15623,58057
94012,15623,43531
94013,15692,714
94014,15692,1299
94015,15692,2914
94017,15692,8075
94018,15692,13335
94019,15692,15169
94020,15692,20940
94032,16347,702
94033,16347,714
94034,16347,1299
94035,16347,1680
94036,16347,1820
94037,16347,2686
94039,16347,3327
94040,16347,3356
94041,16347,3462
94044,16347,4657
94045,16347,4788
94047,16347,6661
94051,16347,6774
94052,16347,7552
94053,16347,7642
94055,16347,8075
94056,16347,8262
94059,16347,8400
94060,16347,8473
94062,16347,8551
94068,16347,8932
94069,16347,8953
94070,16347,9009
94071,16347,9044
94073,16347,9116
94074,16347,9318
94076,16347,9381
94077,16347,9498
94079,16347,12200
94080,16347,12390
94081,16347,12491
94083,16347,12713
94084,16347,12883
94089,16347,13335
94091,16347,13768
94092,16347,15169
94094,16347,15557
94095,16347,15695
94096,16347,15802
94097,16347,15830
94099,16347,15965
94101,16347,16265
94105,16347,18106
94106,16347,19551
94107,16347,20473
94108,16347,20562
94110,16347,20764
94111,16347,20804
94112,16347,20860
94114,16347,20940
94119,16347,21859
94121,16347,22822
94123,16347,24482
94127,16347,25091
94129,16347,25369
94135,16347,28716
94138,16347,28917
94142,16347,29049
94143,16347,29075
94144,16347,29119
94145,16347,29286
94148,16347,29467
94149,16347,29838
94150,16347,30781
94151,16347,30844
94157,16347,31216
94158,16347,31500
94162,16347,32787
94163,16347,32934
94169,16347,34224
94171,16347,34309
94173,16347,34549
94174,16347,34655
94175,16347,34772
94180,16347,35266
94182,16347,35320
94189,16347,36236
94190,16347,36351
94193,16347,37100
94195,16347,37271
94196,16347,37282
94197,16347,37468
94198,16347,37497
94200,16347,37662
94202,16347,37721
94203,16347,38040
94204,16347,38082
94206,16347,38880
94213,16347,39386
94214,16347,39533
94216,16347,39737
94220,16347,41327
94225,16347,42473
94230,16347,43256
94231,16347,43350
94234,16347,44356
94239,16347,45352
94240,16347,45474
94242,16347,45629
94248,16347,47787
94249,16347,47869
94253,16347,49425
94255,16347,49505
94256,16347,49544
94258,16347,50010
94259,16347,50300
94260,16347,50304
94266,16347,51269
94273,16347,55329
94277,16347,56665
94281,16347,57344
94286,16347,58057
94290,16347,58453
94302,16347,61568
94307,16347,62240
94308,16347,62955
94310,16347,64049
94349,16347,35280
94350,16347,44530
94352,16552,714
94356,16552,1299
94358,16552,1680
94360,16552,1820
94366,16552,2647
94367,16552,2687
94370,16552,2914
94373,16552,3327
94374,16552,3462
94385,16552,4621
94386,16552,4628
94387,16552,4648
94388,16552,4651
94389,16552,4657
94390,16552,4755
94392,16552,4764
94394,16552,4775
94395,16552,4788
94397,16552,4809
94398,16552,4844
94399,16552,4862
94410,16552,6453
94413,16552,6621
94414,16552,6648
94415,16552,6660
94416,16552,6661
94419,16552,6774
94421,16552,6866
94424,16552,7195
94426,16552,7552
94427,16552,7568
94430,16552,7642
94435,16552,8075
94436,16552,8262
94443,16552,8400
94446,16552,8452
94447,16552,8473
94448,16552,8529
94450,16552,8544
94451,16552,8551
94454,16552,8674
94462,16552,8932
94463,16552,8953
94464,16552,9009
94467,16552,9044
94469,16552,9116
94474,16552,9299
94475,16552,9318
94478,16552,9381
94480,16552,9498
94481,16552,9505
94482,16552,9534
94483,16552,9583
94488,16552,9924
94489,16552,9930
94490,16552,10089
94492,16552,10099
94494,16552,10158
94497,16552,10310
94504,16552,11796
94505,16552,11845
94509,16552,12189
94510,16552,12200
94512,16552,12390
94516,16552,12491
94519,16552,12684
94520,16552,12713
94532,16552,13335
94537,16552,13768
94542,16552,14244
94549,16552,15169
94556,16552,15695
94559,16552,15802
94560,16552,15830
94562,16552,16164
94564,16552,16265
94573,16552,16637
94574,16552,16735
94582,16552,17494
94584,16552,17557
94595,16552,18001
94597,16552,18106
94598,16552,18187
94604,16552,19151
94608,16552,19551
94610,16552,19711
94616,16552,20080
94621,16552,20473
94622,16552,20562
94627,16552,20764
94629,16552,20804
94631,16552,20860
94635,16552,20940
94643,16552,21859
94654,16552,22822
94661,16552,23576
94666,16552,23930
94668,16552,23947
94678,16552,24482
94679,16552,24492
94681,16552,24516
94689,16552,25091
94694,16552,25369
94702,16552,25818
94717,16552,28716
94725,16552,29075
94726,16552,29119
94735,16552,29791
94736,16552,29802
94737,16552,29838
94745,16552,30844
94747,16552,30990
94753,16552,31133
94754,16552,31216
94755,16552,31463
94758,16552,31500
94768,16552,32098
94779,16552,32787
94780,16552,32934
94785,16552,33438
94788,16552,33763
94796,16552,34224
94800,16552,34309
94805,16552,34549
94807,16552,34655
94810,16552,34772
94814,16552,35228
94815,16552,35266
94816,16552,35280
94823,16552,35805
94827,16552,36236
94828,16552,36351
94834,16552,36944
94837,16552,36994
94850,16552,37153
94853,16552,37179
94854,16552,37183
94857,16552,37204
94861,16552,37254
94863,16552,37273
94865,16552,37282
94881,16552,37451
94883,16552,37468
94888,16552,37497
94907,16552,37662
94915,16552,37721
94917,16552,38001
94918,16552,38040
94919,16552,38082
94925,16552,38193
94926,16552,38195
94927,16552,38321
94932,16552,38623
94939,16552,38880
94948,16552,39356
94950,16552,39386
94951,16552,39533
94953,16552,39572
94954,16552,39582
94955,16552,39737
94962,16552,40676
94965,16552,41095
94968,16552,41327
94974,16552,41564
94986,16552,42473
94992,16552,43256
94994,16552,43350
95002,16552,44356
95012,16552,45147
95013,16552,45250
95016,16552,45352
95017,16552,45356
95018,16552,45430
95020,16552,45474
95024,16552,45558
95025,16552,45629
95027,16552,45758
95028,16552,45796
95034,16552,47147
95044,16552,47787
95045,16552,47869
95056,16552,48452
95063,16552,49425
95065,16552,49505
95066,16552,49544
95071,16552,50010
95077,16552,50300
95078,16552,50304
95101,16552,52320
95116,16552,55195
95120,16552,55329
95138,16552,56665
95149,16552,57811
95151,16552,58057
95156,16552,58430
95157,16552,58453
95160,16552,58552
95162,16552,58601
95163,16552,58682
95164,16552,58715
95165,16552,58717
95169,16552,58952
95173,16552,59318
95175,16552,59378
95179,16552,59605
95191,16552,60068
95192,16552,60171
95197,16552,60268
95215,16552,61317
95218,16552,61461
95219,16552,61568
95230,16552,62240
95233,16552,62416
95241,16552,62955
95252,16552,63956
95253,16552,64049
95254,16552,64050
95258,16552,64313
95696,16552,22356
95698,16552,37100
95699,16552,37271
95703,16668,22822
95704,16735,174
95705,16735,714
95706,16735,1251
95707,16735,1299
95708,16735,2603
95710,16735,2647
95713,16735,3356
95715,16735,4230
95716,16735,4258
95718,16735,6505
95721,16735,6774
95722,16735,7049
95723,16735,7162
95724,16735,7195
95726,16735,7738
95729,16735,8075
95730,16735,8100
95731,16735,8167
95732,16735,8359
95733,16735,8674
95735,16735,9009
95736,16735,9498
95737,16735,10310
95738,16735,10429
95743,16735,11796
95745,16735,12129
95748,16735,12684
95749,16735,12989
95753,16735,13489
95754,16735,13768
95759,16735,14551
95762,16735,15169
95764,16735,15695
95765,16735,16265
95780,16735,11271
95782,16735,13335
95791,16735,17072
95797,16735,19151
95799,16735,19551
95805,16735,20080
95809,16735,20473
95810,16735,20940
95815,16735,21859
95820,16735,22351
95821,16735,22356
95823,16735,22548
95826,16735,22822
95833,16735,23520
95834,16735,24482
95843,16735,26615
95851,16735,28007
95906,16735,28663
95910,16735,29049
95913,16735,29791
95914,16735,29802
95915,16735,29838
95919,16735,30844
95923,16735,32098
95926,16735,32787
95927,16735,32934
95930,16735,33438
95932,16735,33763
95933,16735,34224
95935,16735,34772
95937,16735,35280
95938,16735,35805
95941,16735,36236
95942,16735,36351
95945,16735,37497
95946,16735,37721
95948,16735,39582
95949,16735,40676
95952,16735,41095
95953,16735,42473
95959,16735,45474
95961,16735,46562
95963,16735,47787
95964,16735,47869
95965,16735,48452
95966,16735,49544
95968,16735,52320
95971,16735,52468
96018,16735,52965
96057,16735,55195
96060,16735,56665
96063,16735,57811
96065,16735,58453
96067,16735,59605
96069,16735,60068
96072,16735,60268
96074,16735,60725
96075,16735,61461
96076,16735,61568
96103,16735,62955
96104,16735,63023
96504,18106,174
96506,18106,703
96507,18106,714
96515,18106,1680
96517,18106,1820
96518,18106,1836
96522,18106,2119
96524,18106,2518
96527,18106,2603
96530,18106,2686
96531,18106,2687
96538,18106,2914
96540,18106,3252
96543,18106,3326
96544,18106,3327
96545,18106,3361
96561,18106,4258
96566,18106,4515
96567,18106,4538
96569,18106,4628
96572,18106,4651
96573,18106,4657
96576,18106,4764
96578,18106,4775
96579,18106,4780
96580,18106,4788
96582,18106,4809
96583,18106,4817
96585,18106,4844
96586,18106,4862
96593,18106,5430
96601,18106,5578
96608,18106,6391
96612,18106,6619
