,src_id,dst_id
12490,553,3320
12491,553,3356
12492,559,174
12493,559,702
12494,559,714
12496,559,1103
12498,559,1239
12501,559,1267
12503,559,1680
12504,559,1764
12505,559,1820
12507,559,1836
12509,559,2119
12512,559,2686
12517,559,3216
12518,559,3223
12520,559,3252
12522,559,3267
12523,559,3303
12524,559,3320
12525,559,3326
12526,559,3327
12527,559,3462
12533,559,4637
12534,559,4651
12535,559,4657
12537,559,4788
12546,559,5416
12550,559,5539
12551,559,5578
12553,559,5605
12555,559,5713
12557,559,6461
12559,559,6661
12560,559,6663
12564,559,6697
12566,559,6730
12570,559,6774
12572,559,6830
12575,559,6866
12579,559,7195
12581,559,7552
12582,559,7713
12584,559,8075
12585,559,8218
12586,559,8220
12588,559,8262
12600,559,8368
12605,559,8400
12607,559,8426
12609,559,8447
12610,559,8452
12612,559,8455
12615,559,8473
12617,559,8529
12618,559,8544
12619,559,8551
12622,559,8595
12629,559,8657
12630,559,8674
12632,559,8732
12636,559,8758
12637,559,8763
12638,559,8764
12639,559,8767
12649,559,8881
12653,559,8926
12654,559,8932
12655,559,8953
12656,559,8966
12657,559,9009
12662,559,9044
12664,559,9063
12669,559,9116
12672,559,9145
12677,559,9299
12678,559,9304
12679,559,9318
12680,559,9381
12681,559,9498
12685,559,10158
12687,559,10282
12688,559,10310
12691,559,12189
12692,559,12297
12693,559,12301
12694,559,12306
12714,559,12552
12717,559,12578
12722,559,12684
12725,559,12713
12726,559,12714
12727,559,12731
12729,559,12741
12732,559,12779
12737,559,12859
12739,559,12883
12748,559,12963
12752,559,13002
12753,559,13030
12758,559,13101
12761,559,13193
12762,559,13194
12764,559,13237
12765,559,13249
12768,559,13335
12770,559,13786
12775,559,14537
12778,559,14840
12781,559,15169
12790,559,15576
12797,559,15694
12798,559,15695
12799,559,15703
12805,559,15802
12807,559,15830
12813,559,15958
12815,559,15965
12819,559,16097
12821,559,16265
12828,559,16637
12832,559,17557
12837,559,18001
12839,559,18106
12842,559,19551
12844,559,19711
12849,559,20473
12850,559,20485
12851,559,20495
12855,559,20562
12859,559,20647
12861,559,20676
12864,559,20764
12866,559,20773
12869,559,20804
12881,559,20928
12883,559,20940
12885,559,20965
12887,559,21013
12897,559,21385
12900,559,21413
12907,559,21859
12909,559,22356
12913,559,22822
12915,559,23576
12925,559,24482
12932,559,24724
12933,559,24730
12934,559,24875
12939,559,24961
12943,559,25091
12949,559,25192
12953,559,25291
12954,559,25369
12972,559,25818
12980,559,28663
12983,559,28716
12994,559,28917
12996,559,29014
13000,559,29049
13001,559,29075
13002,559,29076
13004,559,29119
13007,559,29208
13009,559,29226
13011,559,29286
13018,559,29467
13027,559,29691
13028,559,29791
13029,559,29802
13030,559,29838
13035,559,30781
13037,559,30844
13042,559,31027
13047,559,31133
13049,559,31216
13057,559,31424
13061,559,31500
13063,559,31529
13072,559,32787
13073,559,32934
13075,559,33438
13076,559,33763
13081,559,33922
13092,559,34224
13094,559,34309
13098,559,34549
13104,559,34655
13106,559,34772
13124,559,35280
13128,559,35320
13137,559,35753
13139,559,35805
13141,559,36236
13142,559,36351
13144,559,36944
13145,559,36994
13147,559,37271
13148,559,37282
13149,559,37468
13150,559,37497
13151,559,37558
13153,559,37721
13155,559,38040
13156,559,38082
13161,559,38193
13166,559,38880
13181,559,39386
13184,559,39533
13186,559,39582
13194,559,39737
13210,559,41313
13224,559,41998
13239,559,42649
13240,559,42652
13247,559,42861
13260,559,43350
13270,559,43727
13278,559,44356
13287,559,44814
13291,559,44901
13298,559,45147
13300,559,45352
13301,559,45430
13302,559,45474
13304,559,45629
13305,559,45758
13309,559,46562
13310,559,46786
13311,559,46844
13314,559,47147
13329,559,47794
13332,559,47869
13333,559,47872
13335,559,47973
13347,559,48452
13355,559,48858
13368,559,49453
13371,559,49505
13372,559,49544
13376,559,49666
13385,559,49981
13387,559,50010
13388,559,50020
13393,559,50245
13396,559,50300
13397,559,50304
13398,559,50309
13403,559,50509
13410,559,50673
13420,559,51167
13427,559,51375
13430,559,51407
13434,559,51531
13442,559,52320
13447,559,53264
13455,559,55329
13459,559,55805
13468,559,56655
13469,559,56665
13474,559,57118
13477,559,57344
13485,559,57704
13486,559,57724
13492,559,58057
13493,559,58073
13502,559,58453
13504,559,58601
13505,559,58715
13510,559,59507
13512,559,59605
13517,559,59796
13529,559,60171
13532,559,60268
13533,559,60280
13556,559,61317
13563,559,61461
13564,559,61568
13577,559,62240
13587,559,62955
13594,559,64049
13595,559,64313
13866,559,1299
13867,559,3356
13868,559,21320
13869,680,702
13870,680,714
13873,680,2119
