node_id,feat,label
21446,"1.0,0.0","1.1283221389112972e-05"
21453,"1.0,0.0","0.0002430290999824"
24429,"1.0,0.0","5.494400144321614e-05"
24638,"1.0,0.0","2.8311787060209125e-05"
24663,"1.0,0.0","2.022718321048248e-05"
24689,"1.0,0.0","3.058673036308679e-05"
24739,"1.0,0.0","9.933413046575052e-05"
24936,"1.0,0.0","2.199136395464119e-05"
25189,"1.0,0.0","1.730577918141769e-05"
25292,"1.0,0.0","6.439137726081581e-06"
25355,"1.0,0.0","1.2878505646580646e-05"
25371,"1.0,0.0","1.8602979630530528e-06"
25408,"1.0,0.0","0.0001419378806831"
25451,"1.0,0.0","1.609584595193571e-06"
25532,"1.0,0.0","7.123525539711751e-05"
25549,"1.0,0.0","9.02720412636653e-05"
26415,"1.0,0.0","1.096276887267311e-05"
28748,"1.0,0.0","0.0001090671417574"
28761,"1.0,0.0","0.000155291015695"
28891,"1.0,0.0","5.788770600917757e-06"
28917,"1.0,0.0","0.0013702318076806"
28968,"1.0,0.0","7.434797068460001e-05"
29124,"1.0,0.0","0.0002295008675722"
29182,"1.0,0.0","0.0001247623641895"
29226,"1.0,0.0","0.0001947401029591"
29319,"1.0,0.0","2.430581105339241e-05"
29329,"1.0,0.0","1.9791476864946216e-05"
29388,"1.0,0.0","6.439137726081581e-06"
29470,"1.0,0.0","6.219177746969381e-05"
29479,"1.0,0.0","6.036642182543322e-06"
30124,"1.0,0.0","0.0"
30833,"1.0,0.0","1.2878505646580646e-05"
30968,"1.0,0.0","3.3404142706872856e-05"
31059,"1.0,0.0","1.5776606000208947e-05"
31214,"1.0,0.0","0.0001081668124841"
31294,"1.0,0.0","4.569473664508135e-06"
31370,"1.0,0.0","2.765472427557981e-05"
31430,"1.0,0.0","7.038367501548828e-05"
31499,"1.0,0.0","3.8306040159257446e-05"
31500,"1.0,0.0","0.0005328950531808"
31514,"1.0,0.0","0.0001309725161936"
31529,"1.0,0.0","5.146743658172719e-06"
32590,"1.0,0.0","2.2134770880160556e-05"
34102,"1.0,0.0","6.4391562097232645e-06"
34123,"1.0,0.0","0.0002615890344758"
34139,"1.0,0.0","3.692677635745189e-05"
34352,"1.0,0.0","4.2660434021312727e-05"
34456,"1.0,0.0","7.524503454003541e-05"
34602,"1.0,0.0","0.0001650020658798"
34879,"1.0,0.0","2.4639635928886003e-05"
35000,"1.0,0.0","0.0001255165262758"
35032,"1.0,0.0","4.0647481716665816e-05"
35087,"1.0,0.0","6.439137726081581e-06"
35168,"1.0,0.0","0.0009816586321577"
35237,"1.0,0.0","6.841659283364555e-06"
35271,"1.0,0.0","3.21967544241509e-05"
35522,"1.0,0.0","1.6095754890127984e-06"
35539,"1.0,0.0","9.375841791935806e-05"
35723,"1.0,0.0","2.0120473561009077e-06"
35768,"1.0,0.0","1.0071502317235378e-05"
35770,"1.0,0.0","6.439137726081581e-06"
35807,"1.0,0.0","0.0004896777512374"
35810,"1.0,0.0","2.062705428476087e-05"
36236,"1.0,0.0","0.0003058050261113"
38040,"1.0,0.0","0.0014327556055741"
39045,"1.0,0.0","2.6841287710483892e-05"
39063,"1.0,0.0","4.639568598999753e-06"
39087,"1.0,0.0","8.048966110949477e-06"
39134,"1.0,0.0","0.0002213147053572"
39153,"1.0,0.0","0.0001649979465274"
39337,"1.0,0.0","6.036667050148864e-06"
39360,"1.0,0.0","1.609584595193571e-06"
39442,"1.0,0.0","7.120480554412447e-05"
39684,"1.0,0.0","4.829221781553707e-06"
39709,"1.0,0.0","1.28798419738652e-05"
39821,"1.0,0.0","6.4391562097232645e-06"
40676,"1.0,0.0","0.0015282668770158"
41082,"1.0,0.0","9.427067505846356e-06"
41268,"1.0,0.0","6.121657273077499e-05"
41275,"1.0,0.0","1.287854190059892e-05"
41446,"1.0,0.0","1.609584595193571e-06"
41475,"1.0,0.0","4.024361160637569e-06"
41601,"1.0,0.0","1.4085911714928391e-05"
41617,"1.0,0.0","4.021974676991794e-07"
41722,"1.0,0.0","2.1053690360188957e-05"
41750,"1.0,0.0","0.0001215431451982"
41798,"1.0,0.0","0.000327239408902"
41802,"1.0,0.0","2.575735024963355e-05"
42291,"1.0,0.0","1.3351954971032815e-05"
42377,"1.0,0.0","1.609584595193571e-06"
42498,"1.0,0.0","1.6500803486946405e-05"
42511,"1.0,0.0","4.024361160637569e-06"
42518,"1.0,0.0","1.2883600095532936e-05"
42574,"1.0,0.0","1.6098177693069918e-05"
42632,"1.0,0.0","4.903464391426127e-05"
42861,"1.0,0.0","4.2143595461954165e-05"
42893,"1.0,0.0","4.507543588412168e-05"
42909,"1.0,0.0","2.012042617183817e-06"
43045,"1.0,0.0","1.1671120762672866e-05"
43201,"1.0,0.0","0.0002359879251438"
43226,"1.0,0.0","1.4489011085585229e-05"
43267,"1.0,0.0","1.2604024315684244e-05"
43399,"1.0,0.0","8.046590733789083e-07"
43404,"1.0,0.0","2.4267742415194544e-05"
43530,"1.0,0.0","3.541616413022335e-05"
43598,"1.0,0.0","3.219435638822906e-06"
43714,"1.0,0.0","3.058690338052156e-05"
43727,"1.0,0.0","0.0010251094257974"
43798,"1.0,0.0","8.046590733789083e-07"
43832,"1.0,0.0","7.743515551407477e-06"
43973,"1.0,0.0","9.256326785732173e-06"
44020,"1.0,0.0","6.028239927259293e-05"
44030,"1.0,0.0","1.3702928563765106e-05"
44096,"1.0,0.0","4.829286682452246e-06"
44128,"1.0,0.0","2.173287930539396e-05"
44347,"1.0,0.0","3.058690338052156e-05"
44386,"1.0,0.0","2.588109290215713e-06"
44391,"1.0,0.0","2.038815713332507e-05"
44479,"1.0,0.0","1.2071218342862396e-06"
44670,"1.0,0.0","8.046590733789083e-07"
44772,"1.0,0.0","2.4145101170082383e-06"
44843,"1.0,0.0","5.409421273265066e-05"
44927,"1.0,0.0","1.5411605228768004e-05"
44943,"1.0,0.0","4.829286682452246e-06"
44964,"1.0,0.0","7.491361275969162e-06"
45102,"1.0,0.0","0.0038546643382887"
46489,"1.0,0.0","6.278308054142701e-05"
47104,"1.0,0.0","2.81698183000471e-06"
47156,"1.0,0.0","1.489081378642698e-05"
47211,"1.0,0.0","1.931792074703509e-05"
47321,"1.0,0.0","4.426823921544905e-06"
47333,"1.0,0.0","1.609584595193571e-06"
47440,"1.0,0.0","7.530540096524101e-06"
47441,"1.0,0.0","2.398042666468385e-05"
47478,"1.0,0.0","5.084335291425018e-05"
47531,"1.0,0.0","2.0927797118745547e-05"
47541,"1.0,0.0","6.525837211744118e-05"
47542,"1.0,0.0","4.95391038037465e-07"
47562,"1.0,0.0","1.7790702024914272e-05"
47569,"1.0,0.0","2.0571275343151352e-05"
47626,"1.0,0.0","5.0398563656741176e-05"
47645,"1.0,0.0","6.841574299877138e-06"
47652,"1.0,0.0","8.046590733789083e-07"
47655,"1.0,0.0","4.0243498312568684e-06"
47764,"1.0,0.0","0.000135315614782"
47775,"1.0,0.0","7.681088104805337e-05"
47989,"1.0,0.0","3.219498275159251e-06"
48061,"1.0,0.0","4.1927328717794524e-06"
48128,"1.0,0.0","1.4488392944228207e-05"
48249,"1.0,0.0","3.058677742042502e-05"
48276,"1.0,0.0","0.0003169215825948"
48282,"1.0,0.0","4.346554200573269e-05"
48293,"1.0,0.0","2.145780858639904e-05"
48349,"1.0,0.0","1.2071168621771667e-06"
48366,"1.0,0.0","4.0243498312568684e-06"
48399,"1.0,0.0","1.1546159843395284e-05"
48524,"1.0,0.0","0.0001014202163277"
48614,"1.0,0.0","1.0866197506734313e-05"
48719,"1.0,0.0","1.689710069852701e-06"
48739,"1.0,0.0","1.1268690856969588e-05"
48822,"1.0,0.0","1.50443349249602e-05"
48848,"1.0,0.0","6.439084402104276e-06"
48914,"1.0,0.0","4.021940359263796e-07"
15830,"1.0,0.0","0.0011721911349574"
20485,"1.0,0.0","0.0053558634203318"
25369,"1.0,0.0","0.0002201042100693"
29076,"1.0,0.0","0.0004168295132328"
49037,"1.0,0.0","1.796733717475633e-05"
49063,"1.0,0.0","0.0001556027169242"
49106,"1.0,0.0","1.60982901969618e-05"
49120,"1.0,0.0","3.461148561011613e-05"
49124,"1.0,0.0","4.024361160637569e-06"
49136,"1.0,0.0","2.575727774159705e-05"
49218,"1.0,0.0","2.5795815600986043e-05"
49368,"1.0,0.0","1.609824398785754e-05"
49403,"1.0,0.0","1.0061302574247572e-05"
49458,"1.0,0.0","4.568395998098781e-06"
49476,"1.0,0.0","2.1634934009699552e-05"
49505,"1.0,0.0","0.000516175348051"
49531,"1.0,0.0","6.600347090388652e-05"
49544,"1.0,0.0","0.0003593319923498"
49673,"1.0,0.0","5.289204946895455e-06"
49724,"1.0,0.0","1.4488333278919342e-05"
49730,"1.0,0.0","4.021963124715737e-07"
49776,"1.0,0.0","2.575721037707499e-05"
49779,"1.0,0.0","1.9317946075116213e-05"
49813,"1.0,0.0","1.2726430423536646e-05"
50060,"1.0,0.0","4.1050819604429066e-05"
50157,"1.0,0.0","4.021963124715737e-07"
50241,"1.0,0.0","2.1641354822228628e-05"
50258,"1.0,0.0","4.024372712913626e-06"
50265,"1.0,0.0","1.5022453456180484e-05"
50313,"1.0,0.0","1.5014803485722293e-05"
50340,"1.0,0.0","0.0001924706330665"
50384,"1.0,0.0","0.0001169702246068"
50473,"1.0,0.0","2.103478496235871e-05"
50509,"1.0,0.0","0.0008596447424571"
50646,"1.0,0.0","0.0"
50775,"1.0,0.0","8.046590733789083e-07"
50911,"1.0,0.0","1.60982901969618e-05"
50923,"1.0,0.0","7.966513073567305e-05"
51011,"1.0,0.0","7.298592586492508e-06"
51028,"1.0,0.0","2.392598264249985e-05"
51032,"1.0,0.0","7.888210984494191e-05"
51092,"1.0,0.0","3.342088873145312e-06"
51178,"1.0,0.0","1.631363829803465e-05"
51218,"1.0,0.0","8.048988769710915e-06"
51297,"1.0,0.0","2.8169691842370717e-06"
51341,"1.0,0.0","3.6218787301516898e-06"
51343,"1.0,0.0","1.3281004661506245e-05"
51408,"1.0,0.0","3.5040257877398475e-05"
51669,"1.0,0.0","2.7367124253474108e-05"
51685,"1.0,0.0","5.661804672566637e-06"
51705,"1.0,0.0","3.21939237155721e-06"
51764,"1.0,0.0","1.0866124300082148e-05"
51904,"1.0,0.0","4.781347897262897e-06"
51973,"1.0,0.0","1.3378352687164014e-05"
52016,"1.0,0.0","2.0120473561009077e-06"
54994,"1.0,0.0","0.0001906940519246"
55256,"1.0,0.0","6.197809841602051e-05"
55805,"1.0,0.0","4.959794312339724e-05"
55818,"1.0,0.0","0.0001643442780589"
56340,"1.0,0.0","2.7769664054170208e-05"
56407,"1.0,0.0","1.2878538288253113e-05"
56418,"1.0,0.0","4.188565797543337e-06"
56534,"1.0,0.0","0.0001189868057525"
56630,"1.0,0.0","0.0001235869800769"
56679,"1.0,0.0","4.024361160637569e-06"
56694,"1.0,0.0","2.547357409664631e-05"
56814,"1.0,0.0","2.01202673460734e-06"
56864,"1.0,0.0","1.5293362364691917e-05"
57073,"1.0,0.0","8.853941400685062e-06"
57107,"1.0,0.0","8.046590733789083e-07"
57363,"1.0,0.0","1.8915090725655725e-05"
57463,"1.0,0.0","0.0023225453451318"
57487,"1.0,0.0","1.308162415012297e-05"
57512,"1.0,0.0","1.2071152777600572e-06"
57629,"1.0,0.0","3.219404884458432e-06"
57724,"1.0,0.0","0.0003236692084267"
57918,"1.0,0.0","4.207349488522494e-06"
57931,"1.0,0.0","4.021974676991794e-07"
57976,"1.0,0.0","0.0001017392606726"
58002,"1.0,0.0","3.172521661662441e-05"
58067,"1.0,0.0","2.388229247257571e-05"
58310,"1.0,0.0","5.10564540854333e-06"
58715,"1.0,0.0","0.0001651492095574"
59624,"1.0,0.0","0.0001398558981515"
59883,"1.0,0.0","1.6095892161039969e-06"
59947,"1.0,0.0","2.2631242527759283e-05"
60072,"1.0,0.0","4.829266794015925e-06"
60280,"1.0,0.0","0.0007516955544407"
60283,"1.0,0.0","1.2071252999690576e-06"
60347,"1.0,0.0","2.0120416914105544e-06"
60357,"1.0,0.0","1.6095892161039969e-06"
60388,"1.0,0.0","0.0002599039012158"
